,comment
947,간편
948,업데이트 후에 오류코드가 떠서 앱 사용이 안 돼요
949,좋아요
950,조한결
951,업데이트 하루 종일 하고 있네 은행을 바꾸든지
952,간편해서 좋아요
953,불편함 처음 클릭 시
954,good
955,20년 넘게 사용해는데 사용 추천은 안 함
956,앱 관리 안 합니까 관리자 뭐 하세요
957,아 개열 받네 뭔 뱅킹이 맨날 오류고 이제는 접속도 안되네 아 개화나 뭐 어쩌라공ᆢ
958,로그인 바꿔주
959,어제까지 잘 되던 게 오늘은 접속조차 안되네요 지우고 다시 깔으려 하니 버벅대더니 안되네요
960,처음 들어가 어려움
961,불필요한 업그레이드 강요 업그레이드하지 않더라도 앱 이용은 할 수 있게
962,너무 편하고 너무 좋아요
963,업데이트 후 앱 충돌 갤럭시노트 11 안드로이드 쓰는데 오늘 업데이트 후 충돌로 앱 실행이 안되네요
964,Works superb
965,너무 복잡해요
966,대체 오늘 하루 종일 왜 접속이 안 되나요 한 시간 정도 지나면 해결될 거라더니 지금 몇 시간째 안 되고 있어요 빨리 좀 해결해줘요
967,지금 앱 실행이 안됩니다 빠른 복구해주세요
968,앱 시작에 필요한 정보를 받아오지 못했다며 어플 실행 안돼요 어제부터 그러더니 업데이트해도 실행이 안되네요 무엇을 어떻게 해야 하죠 줘 은행 우리 은행인데 당황스럽네요
969,굿굿
970,도대체 몇 번이나 먹통이 되는 건지
971,앱 실행이 안돼요 오류코드 계속 뜨더니 이제 아예 실행이 안되네요 어쩌지
972,V3 연결 안 된다 안되고 잘 쓰던 금융인증 뭐 안된다고 안되고 v3 재설치 했더니 이젠 실행도 안되고 뭐 하는 거냐
973,어플 때문에 은행 바꾸고 싶음
974,엉망진창 주 거래 은행 바꾸고 싶다
975,가끔 에러 나는 것 빼고는 타은행 어플과 비교했을 때 보기나 사용하기 편리해요 그런데 이번 패턴 로그인할 때 패턴이 안 보이게는 안되는 건지요
976,주 거래가 우리은행인데 업데이트 문제가 너무 심하네
977,좋구먼 심플해졌어
978,업데이트하면 몇십 분째 대기 중만 뜸
979,3월 30일에 업데이트했는데도 앱 시작에 필요한 정보를 얻지 못한다는 메시지만 뜨고 앱 실행이 안됩니다
980,앱 업데이트 클릭하고 반나절인데 아직도 대기 중이시네요 도대체 앱을 사용하라는 건지 말라는 건지월 말이라 이거저거 체크해야 하는데 어쩌라는 건가요
981,최악 다른 은행들에 비해 ui 편의성 전부 딸림
982,인증서 등록 후 사용 잘하고 있는데 갑자기 인증서가 없다며 등록하라는 것만 두 번째네요 왜 이런 현상이 일어나는 거죠
983,오류 T011이 계속 뜹니다 업데이트 한 적도 앱을 건든 적도 없습니다 답변 주시면 해결해보고 5점으로 수정해놓겠습니다
984,업데이트 하라고해서했더니원뱅킹만사라저버렸네새로접속도안되네사용도못하는우리은행이용하지말아야지
985,신분증 촬영 기능이 아주 역대급으로 쓰레기 같네요 통장 만들려다 때려치우고 갑니다 똑바로들 일하세요
986,별 하나도 아 싸워요 업데이트가 안됩니다 지금 급하게 돈 보내야 하는데 은행 바꿔야 할거 같아요
987,불편해요 타 은행으로 바꿔야 할 듯
988,해외 사는데 오류코드 403 뜨고 갑자기 설치 안되네요 왜 그러죠 안 되면 큰일인데
989,업데이트가 안돼서 지웠다가 다시 까려고 했는데도 안되네요
990,어플 실행이 안되오 
991,업데이트 중 하지 마
992,갑자기 안됨 개 쓰레기 어플
993,우리은행을 주 거래로 15년 이상을 쓰고 있는데 다가서 해지하고 바꿔버리고 싶네요 대체 며칠 안이나 어플이 안 들어가집니다 어플 켤 때마다 v3plus20 오류 103 뜨고 상담 원저 나도 하여서 설정에서 앱 기록 삭제 및 다시 지우고 다시 깔고 공인인증서도 다시 받고  대체 몇 번씩 해도 또 그러네요 안드로이드 시스템 위드 뷰 및 크롬도 삭제 후 다시 업데이트 정말 무한 반복이에요 은행 어플은 수시로 쓰는데 대체 며칠째 해결해주지 않죠 타은행 어플은 그러지 않아요 지우고 다시 하고 이게 머 하는 짓인지 오류 건해 결 좀 해주세요
994,실행이 안됨 지우고 새로 깔아도 문제네
995,잘 썼었는데 핸드폰 초기화시키고 다시 하니 로그인할 때 영문 소문자가 안되고 계속 대문자만 돼서 쓰질 못하고 있어요 삭제하고 다시 깔아도 똑같아요 어떡해야 하나요
996,업데이트 작작 좀 하길
997,다른 앱들은 잘만 되는데 갑자기 인터넷 연결 상태 확인하라고 뜨면서 연결이 안 되는데 어떻게 하죠
998,웹뷰 업데이트했는데도 이체 안돼요
999,앱 안 켜지잖아요 다른 은행은 다 켜집니다 관리 좀 하세요;
1000,우리은행 홈페이지 가입이 안되어서 여기다가 문의 남깁니다 우리 won 뱅킹 이용하면 제 구글 네이버 검색 기록도 다 우리은행이 이용할 수 있는 건가요 아니면 우리 won 뱅킹 앱에서의 이용 기록만 이용하는 건가요 신문기사 보니 디지털 로그 개편했다고 해서 문의 남깁니다
1001,무슨 은행 앱이 하루 종일 실행이 안돼요 이거 때문에 주거래은행 바꿔야겠네요 너무 불편합니다
1002,자꾸 v3 mobile plus 20 상태가 아니라고 구글 스토어로 연결하는데 아무것도 안 뜹니다  적금 가입하려 하는데 하나은행으로 가입해야겠어요
1003,사용이 안 됨 이게 21세기에 말이 된다고 생각하냐
1004,농협도 안 쓰는 otp를 쓰고 있는 우리은행 역시 카카오뱅크만큼 디자인 편의성 사용성 따라올 은행은 없네요
1005,679989990899·76·63·5·76·76·‥분갇각·‥
1006,추가  검색 안 해 본 게 아닙니다 개발자님 은행 홈페이지부터 이용자 입장에서 최대한 개선 좀 해 보세요 OTP 관련 메뉴 찾다가 완전 스트레스받습니다
1007,아예 열리지 않아요
1008,앱이 설치가 안되네요 오늘 접속자가 많은가
1009,이런 문자 보내지 좀 말아요
1010,어플 실행 안돼요 최근 업데이트 이후인 듯 요 아예 어플뉼러도 안 열려요 모바일 시대에 어플 관리팀이 없는 건가요 제발 수정 좀 요 일주일 안에 수정 안 되면 주거래은행 바꿀 듯 솔직히 오래 거래한다고 혜택도 없고 답변 잘 보았습니다 말씀하신 어플들은 이미 다 최신 버전으로 업데이트되어있는데도 한 증상이 걔 속되면 어떻게 해야 하죠
1011,좋네요
1012,사용이 안 돼요
1013,좋음
1014,요 며칠 왜 자꾸 지웠다 다시 깔아야 되죠
1015,며칠 전부터 푸시 알림이 오지 않고 있습니다 확인 바랍니다
1016,앱 실행 안됨 앱 실행에 필요한 정보를 불러오지 못했습니다 계속 뜸 엡뷰랑 크롬 업데이트해도 안됨 빨리 안 고치나 주거래은행인데 이 자식들아 일을 뭐 이따위로 하냐
1017,별 하나도 아까움 우리은행 거래를 끊어야지 로그인도 안댐 잘 쓰다가 다시 등록하라 나오고 짜증
1018,왜 이러죠 정말 계속 써야 하는데 삭제 후 다시 다운로드해 한번 이체하고 나면 또 완전 먹통 돼서 사용을 못 하고 있어요 주거래은행이고 가게 운영 중이라 하루에도 몇 번씩 이체를 해야 하는데 저만 문제인가요
1019,왜 자꾸 안 열리나요 다시 설치하고 깔면 잠시되고 또 안돼요 오류 확인해주세요
1020,만족할
1021,원조격
1022,어제부터 잘 쓰고 있던 지문으로 로그인이 안 되네요 공인인증서로만 되고 금융 인증서 있고 지문 패턴 비밀번호 다 등록해놨는데도 다 안돼서 인증서로 로그인하니까 엄청 불편 안내 서버에서 오류 반환 상태 코드 400 해당 간편 인증 키 데이터 등록 안됨 뭔 소리냐 잘 쓰던 건데
1023,은행 어플이 안 열리는데요 ;;
1024,금융 클라우드 연결되어 있지 않다고 금융인 증서 재발급하래서 인증 다 받고 했는데 계속 클라우드 연결 안 되어있다고 인증서 재발급하라고 계속 떠요 몇 번이나 인증서 받아도 이러고 지금 아무것도 안 되는데 미치겠음 연락처도 없는데 어디다 문의해요
1025,갑자기 접속이 안됩니다 개선 바랍니다
1026,안 열려요 어제부터 하루에도 몇 번씩 들어가는 주거래통장인데 바꿔야 하나요
1027,앱 개발자 뽑아라 퀄리티 최하 앱이다
1028,우리은행 앱 문제가 아니었네요 앱 잘 쓰고 있습니다
1029,앱이 열리지 않아요 
1030,이 앱은 심각한 문제가 있습니다 인증서가 만료되어 금융 인증서 다시 깔아다가 다운되는 증상이 나타나서 하루 종일 새벽 4시까지 다시 깔고 실행해 보지만 계속 같은 증상입니다 다른 것도 아니고 은행 앱을 이렇게 만들다니 이런 은행을 여태 주거래은행으로 믿고 거래했나 막급한 후회가 듭니다
1031,왜 자꾸 튕기는 겁니까
1032,업데이트되고 나서부터 앱이 실행이 안되네요 눌러도 반응도 없고 참 월급통장은 데 이걸 어찌 써야 하는 건지
1033,앱이 안 열려요 다른 앱은 열리는데
1034,클릭해도 안 열리는데 안정화 작업 좀 하세요
1035,왜 안 눌리죠 짜증
1036,웹이 갑자기 안 열려요 다시 깔아도 동일하고 답답하네요 다른 웹은 전부 정상 동작하는데 우리은행만 왜 이럴까요 해결 좀 해주세요 갤럭시 S21입니다
1037,온 뱅킹 왜 만들었나요 열리지도 않고 먹통 짜증 지대로다
1038,터치를 해도 앱에 들어갈 수가 없습니다 삭제하고 다시 해도 그때뿐이고 안되네요 무 슨 문제인가요
1039,오늘 왜 안 됨
1040,뱅킹 어플이 실행이 안되어 확인해보니 webview라는 어플 업데이트하니깐 정상적으로 실행되네요
1041,앱을 다운로드하면 앱에 문제가 있다고 하네요 로그인도 안 되고 삭제하고 다운로드해도 앱에서 문제 있다고 화면에 나오고 오 짜증이 오지네요
1042,앱 들어가지지가 않네요 먼가요
1043,회사 주거래 은행이 우리은행이라 사용하기 시작했어요 나쁘지 않습니다
1044,앱이 중단됐었다고 클릭도 안되고 삭제도 안되고  이체는 해야 하는데 지금 이거 왜 그런 거예요
1045,못쓰겠네요 뭐 아니 튕기는지 한번 실행하고 담 먹통 되고 또 지우고 다시 깔고 성격 테스트
1046,앱이 클릭해도 작동이 안 되네요 갑자기 왜 이런 거죠
1047,실행이 안됨
1048,친절한 추가 정보 감사합니다
1049,계속 오류 나서 사용 못 하고 있어요
1050,앱이 안 열려요
1051,열리지가 않아요 어떻게 해야 되나요
1052,자꾸 앱이 안 열려요 제거하고 다시 깔았는데 그때 잠시되고 또 안 되고 이거 왜 이런 거예요 주 이용은 생인데 빨리 보완해 주세요 사용할 때마다 삭제하고 재 설치해야 합니까 문제 해결 당장 해주세요
1053,와 무슨 한번 쓰고 끄면 렉이 걸리냐 내가 써본 모든 앱 중에서 최악이네 와
1054,평소에 잘 되는데 오늘따라 안 되니까 짜증 났는데 안드로이드 어플 강제 종료 현상 때문에 카톡 네이버뿐만 아니라 다른 어플까지 안 되는데 문제 해결하니까 잘 됐어요  문제는 Android 시스템 webview 업데이트 때문 처음엔 내 폰이 문제라고 생각했는데 나뿐만 아니었으면 많은 사람들이 이것 때문에 고생했음
1055,이야 어플이 1회용이네
1056,은행 어플 기본인 계좌이체만 수십 번 실패 중이네요 무한 로딩만 계속하고;;; 1시간 넘게 이체 하나 못해서 쩔쩔매고 있는데 진짜 대학교 때 강제 계좌개설만 아니었어도 우리은행 쓰지도 않았다
1057,왜 열리지가 않는 거죠 눌러도 안 열리는 거죠 왜 이러는 거죠
1058,한 전화에 한 명의밖에 못쓰네요 다른 은행은 인증서 있음 신랑 내 거 둘 다 로그인 되는데 로그인 방법이 달라지면 당연히 여러 인증서가 같이 써져야지 사업하는데 신랑 외근 중이고 otp 내가 갖고 있어 하려 하니 로그인하려면 내 간편 뱅킹 정보 지우라니 정말 불편하네요
1059,삭제하고 업데이트해도 짜증 나게 작동 안 하네요
1060,참 한심한 앱이네 어떻게 사용할까 되지도 않는 앱을
1061,갑자기 앱이 눌러도 실행이 안돼요 왜 이러나 요 급하게 사용해야하는데쓰트례스임
1062,아니 뱅킹 카드  왜 안되는 거임
1063,갑자기 터치가 안되네
1064,오늘 앱이 안 눌러집니다  아주 잘 사용하고 있는데요
1065,노트 10 플러스 사용 어느 순간 앱 실행이 안돼요 눌러도 먹통이에요 지웠다가 다시 설치했어요 확인 바랍니다 구글 문제라고 서비스센터에서 그러네요 답변 감사합니다
1066,갑자기 실행이 안 되네요 다운그레이드를 하든 업그레이드를 하든 방안을 내놓으시죠
1067,왜 오늘따라 앱이 열리질 않죠
1068,대출업무 때문에 다운로드했는데 받아서 한번 하고 나면 계속해서 먹통입니다 삭제하고 다시 하고 삭제하고 다시 하고 무슨 문제인지 계속해서 그럽니다 거기다가 이 앱뿐만 아니라 우리원 뱅크 앱 때문에 네이버와 카카오톡까지 같은 증상이 발생하고 있습니다 빨리 확인하셔서 조치 부탁드립니다 기종은 s10 5g입니다
1069,앱이 열리지 않아서 지우고 다시 깔고 또 지우고 또 깔고 이 앱 너무하네요
1070,앱이 아예 안 열려요라고 해서 바로 해결해주셨어요 감사합니다 
1071,받는 통장 표시 내용 자주 쓰는 문구 멀쩡히 쓰는 기능 없애버려서 컴플레인 했더니 다시 개발하겠단 지가 거의 두 달째 메일 수차례 보내도 일 씹하고 무슨 매출 20조가 넘는 기업에서 고객 응대 수준이 이렇게 밖에 안 되는 겁니까 단순한 ui 개선을 위해 없앴다고 답변하셨는데 그 기능이 매우 중요하게 쓰고 있던 사용자는 소수라서 무시해도 된다는 겁니까 똑바로들 하세요 진짜 형편없네요 서비스
1072,왜 갑자기 앱이 실행이 안 되나요 지우고 다시 깔았는데도 실행이 안되네요 주거래 은행인데요
1073,빠른 피드백 감사합니다 덕분에 안드로이드 어플 충돌 문제 해결했습니다
1074,앱이 왜 계속 안 열리는 건가요 언제 고쳐 지나요 일처리 답이 없네
1075,앱 안 열림
1076,충돌 갑자기 어플이 먹통이 되었습니다 보안 프로그램 때문인지 어플 자체 문제인지 동시에 카톡도 먹통이 돼서 어플을 삭제했습니다 빠른 조치 바랍니다
1077,오늘 갑자기 안되네요 오류 내용이라도 떠야 되는데 그런 것도 아니고 켜지지도 않고 삭제하고 다시 까니 똑같은 현상 반복 한번 사용에 한 번 깔고 다시 지우고 해야 되는 건가요 은행 앱이 이러면 금융업을 어떻게 믿어야 되는 건가요 빠른 수정을 요하네요
1078,진짜 웬만해선 이런 리뷰 안 남기는데 도저히 참을 수가 없어서 남김 본인 인증 과정에서 핸드폰 신분증 계좌인 증시 모든 구간마다 계속 멈추고 진행이 안됨 강제 종료하고 다시 시도해서 겨우 넘어가도 그다음 과정에서 또 아예 멈추거나 무한 로딩 걸림 우리은행 거래 잘 안 하는 편이었는데 이번에 앱 사용해보고 아예 안 쓰기로 마음 굳힘
1079,잘 쓰다가 접속 자체가 안됩니다 다른 은행들은 앱이 되는데
1080,앱 누르면 안 열리는 경우 어찌해야 합니까
1081,오늘 계속 접속이 안돼요
1082,앱 중지가 자꾸 발생 삭제 설치 반복해도 동일
1083,에러가 너무 많아
1084,왜 안돼 빠른 조치 부탁해요 지금 당장 새로 글 적을 곳이 없네요 삭제는 구글만 있고 업 삭제했는데도 로그인에서 인증서 발급만 무한 루프 도네요
1085,업데이트 이후 한번 어플을 실행하면 다시 실행이 되지 않습니다 사용할 때마다 계속 재설치를 해야 합니다 업데이트 확인 부탁드립니다
1086,왜 사용할 때마다 버튼도 안 눌러져서 다시 깔아야 하나요 진짜 너무 불편해요 개선 좀 해주세요
1087,클릭도 안되고 들어가질 못함
1088,앱 자체가 눌리지도 않고 제거 후 깔면 그때만 들어가지고 그 후로는 들어가지지도 않아요
1089,급한데 앱 실행이 안되는 건 뭐죠 다른 분 보니깐 며칠 동안 안되는 거 같은데 어떻게 사용하라는 건지
1090,갑자기 눌러도 열리지 않아서 핸드폰을 재부팅 했지만 여전히 열리지 않아요 왜 이러는 거죠 불안합니다
1091,이번 업데이트로 안되기 시작이네요 버그 개선 필요합니다 아래 리뷰와 같은 증상입니다  바로 조치 방법 알려주셨네요 감사합니다
1092,아나 왜 앱 실행이 안되냐고 지금 급하게 송금해야 하는데 문제 진짜 많네요 빨리 해결 좀 해요
1093,장애처링르 창피함
1094,지속적 앱 충돌 실행조차 안됨 조치 후 잘 되네요
1095,앱이 안 열려요
1096,앱이 갑자기 안 열리고 클릭하면 그냥 닫히는데 왜 이러나 요 급하게 돈 보내야 하는데 이게 웬 날벼락이랍니까 성질 나 죽겠네요
1097,지금 앱 상태 이상해요 앱에 필요한 정보가 없데요 갑자기
1098,왜 잘 되다가 안되는 거죠 업데이트되면서 어플이 충돌하는 거 같은데 밑에 분하고 같은 증상입니다
1099,앱이 안 열림
1100,왜 연결이 안 돼요 계속 와이파이 셀룰러 확인 하라고만 하고
1101,오류가 나서 사용을 못 하고 있네요 사용하려면 어플 설치를 해야 하는데 기가 막히네요  빠른 조치 부탁드립니다
1102,잘 쓰고 있는데 오늘 갑자기 앱도 안 눌러지고 실행도 안되더니 계속 지우고 깔아도 그때만 되고 다시 안됩니다 이거 뭔가요
1103,갑자기 안되고 재설치 해도 안되고 아놔
1104,잘 되다가 최근에 앱 실행이 안 됨 켜면 자꾸 중단됐다 그러고 지웠다 깔아도 반복
1105,그동안 잘 사용했습니다만 아침부터 앱이 안 열립니다 난감하네요 어떻게 해야 하나요
1106,편리하게 잘 사용하고 있어요
1107,며칠 전부터 앱 실행이 아예 안돼요 조치 좀 해주세요
1108,눌러도 실행이 안돼요 다시 깔아도 처음에만 되고 또다시 실행이 안돼요
1109,이 앱 왜 이래요 다시 할 때마다 안 열려서 삭제하고 다시 깔고 오늘 아침에만 세 번이나 반복했네요 쓰라는 건지 말라는 건지 앱 관리자도 없나요
1110,업데이트 잘못하신 듯 어플 만들어놓고 사용할 수 없으니 신속히 조치 바랍니다 다른 은행 어플 멀쩡하게 잘만 작동되는데 왜 우리은행만 난릴까
1111,어제 오전까지 되던 앱이 갑자기 실행이 안돼요
1112,접속 불가
1113,앱이 아예 안돼요
1114,열리질 않아요 왜 뭐가 문제인 건가요 응답하지 않음 앱 닫기 열리지도 않는데 뭘 닫아
1115,왜 충돌 개나냐
1116,제거 전까지는 실행도 안되는 최악의 은행 어플
1117,업데이트하자 지문으로 이체가 안 된다네요 다시 등록하라고 왜 이러죠
1118,앱이 안 열림 지웠다 깔아도 그대로 인건 모임
1119,편하고 좋아요
1120,별 하나도 아깝네요 무슨 오류든지 얼마나 대여 다구 다시 깔고 지문하고 다시 깔고 지문하고 
1121,언제부터 어플 이용할 수 있는 거죠 봐야 될 때마다 새로 까는듯하네요
1122,편함
1123,굿
1124,사용하기 편함
1125,불편함
1126,아니 무슨 앱이 이래요 어느새부턴가 눌러도 열리지도 않고 앱을 아예 삭제하고 다시 깔아도 잠깐 됐다가 내일 쓸 때 되면 또 안되고 이 앱 쓸 때마다 삭제하고 재 설치해야 돼요 월급 들어오는 은행이라 자주 써야 되는데 정말 번거롭네 담당자는 일을 하는 거야 뭐야 업데이트 똑바로 해요 짜증 나네 진짜
1127,업데이트 똑바로 안 합니까 저녁에 송금 보낼 곳 있는데 업데이트 이후 연결이 안 되네요 뭐 하는 겁니까
1128,좋아요
1129,며칠 전부터 원터치 알림 입출금 알림 이 안 뜨는데 이유를 알 수 있을까요 어플 휴대폰 알림은 켜두었고 다 그대로인데 알림이 아 뜨는
1130,핸드폰 최신 업데이트 이후 앱이 실행이 안되고 멈춰있다가 종료되네요 노트 10 플러스입니다
1131,쓰라고 만든 건지 지문 패턴을 바꾸고 로그인하려니 다시 등록하라 하고 등록하면 바뀌어서 다시 등록하라고 무한 반복 휴대폰 인증은 또 잘못됐다 무한 이유 없이 정보 불일치 등등 살다 이런 엉망인 은행 앱은 첨이다
1132,good
1133,어플 작작 바꿔
1134,앱 개발자들은 눈깔 뜨고 개발하고 이렇게 개판으로 만들고도 밥 처먹냐
1135,거지 같은 어플 생체 인식도 제대로 안되고 인증도 제대로 안되고 우리은행 진짜 갈아타야겠다 절레절레
1136,저만 그러나요 앱이 자꾸 실행도 안되고 실행되더라도 중간에 멈춰서 끄면 다시 실행 안되고 일시적일 줄 알았는데 계속 그러네요 앱을 아예 못 쓸 정도에요
1137,송금 굳
1138,어렵다 구식
1139,편리함
1140,최고 어렵지 않아요
1141,안드로이드 소프트웨어 업데이트하고 나서 아예 실행이 안돼요
1143,주관적으로 평범한 것 같습니다
1144,좋아요
1145,역시 은행권 앱이라 칼뱅보다 복잡 메뉴 구성부터가 개발자 주도가 아니라 기존 은행 맨들 주도로 만들어진 게 보임 어찌 이리도 시대의 흐름을 보지 못하는가
1146,그냥 그래요
1147,기기가 이 항목과 호환되지 않습니다 이렇게 뜨면서 앱이 설지가 안되는데 어떻게 해야 하나요
1148,업데이트 너무 오래 걸리네요
1149,감사합니다 항상
1150,잘 쓰고 있습니다 한 가지 물어볼 게 있는데 다른 은행에 만기 된 계좌가 두 개 있어서 금액이 이제 안 뜨게 됐어요 그런데 만기 된 계좌 때문에 다른 은행 총 금액이 위에 안 뜨네요 계좌를 두 개만 삭제하고 싶은데 아무리 찾아봐도 안 보여요
1151,굿 좋아 융
1152,기존에 있던 앱 지우고 새로 깔았는데도 바로 앱이 켜지지 않고 구글 플레이 통해 열기 눌러야만 실행이 됩니다
1154,굿
1155,오류코드 T011로 어제부터 접속이 안되고 있습니다 업데이트 완료한 상태입니다
1156,좋아요
1157,거지 같은 신분증 촬영 기능 업데이트 좀 해주시길 대체 사각형 안에 뭘 더 어떻게 맞추라는 건지
1158,앱 시작에 필요한 정보를 받아오지 못했다고 계속 뜨는데 이거 왜 이러나 요
1159,내가 원래 아무리 거지 같은 앱이라도 평점이랑 리뷰 쓰기 귀찮아서 안 쓰는데 이건 뭐 별 1도 아깝다 마이너스 별점이 있으면 모든 별점 끌어다가 아니다 남의 거 끌어다가 몰빵하고 싶을 정도 다다른 우리은행 앱도 가입되어 있고 계좌도 있다 근데 회원 가입하는데 계좌랑 생년월일이 자꾸 틀리다고 난리다 인증만 대체 몇 번째이고 지금 시간이 얼마나 흐른 건지 아 성질나서 죽겠다 화나서 지울란다 은행 업무 간편하게 해보려다가 없는 병도 발병하겠네
1160,편리하고 지금 너무 잘 쓰고 있어요
1161,모바일 OTP 사용해서 이체하려는데 마지막 이체하기 단계에서 계속 로딩 중이고 이체가 안되네요 어플 업데이트해서 다시 시도해봤는데도 안되네요
1162,어플이 3시간째 업데이트라네요 이체 포기
1163,아니 왜 업데이트가 무한 로딩이냐 진짜 돈어케보내냐고 아 놔 진짜 업데이트를 하지 말던가
1164,굿
1165,좋아요
1166,그래도 만족하면서 사용 중이요
1167,송금 한 번 하기 주낸 힘 더 누
1168,다 좋아요
1169,좋아요
1170,좋아요
1171,은행 방문하여 직원분께 도움받아 설치가인 로그인 해결함
1172,편해요
1173,즉시 입금 시 한 번에 입금이 안 되고 처음에는 오류가 났다가 항상 두 번째부터 입금이 됩니다 너무 불편한데 빨리 업데이트해주세요 기종 LG X6
1174,공인인증 비밀번호가 다른 데서는 다 맞는데 우리은행만 틀렸대요 삭제까지 하고 재등록해도 안되고 너무 쓰기 불편해요 어플 열리지도 않아요
1175,다운로드를 할 수 없다고 하네요
1176,느리고 불편함 은행도 몇 군데 없고 주거래 은행 바꿔야 되는구나 심각하게 느낌
1177,우와
1178,타은행 앱들에 비해 이체 과정이 너무 불편하고 보안카드를 아직도 요구하고 사용할 때마다 불편한 앱
1179,어플을 켜고 지문인식 손가락 가져대기도 전에 지문인식이 실패하였습니다 메시지가 뜹니다 요 며칠 계속 이렇습니다 로그인이 안 돼서 기본적인 계좌조회조차 안됩니다 주거래은행의 자격이 있을까요 2020년 금융소비자 연맹에서 발표한 은행 평가 순위 결과에서 부산은행 7위 광주은행 9위보다 못한 10위를 차지한 은행이 우리은행인데 이런 사소한 오류에서부터 소비자를 떠나보내니 참 안타깝습니다 1위는 KB국민은행
1180,계속 어플이 멈춰서 지웠다 깔았다 하고 있어요
1181,실행이 안되거나 멈춤 현상이 심해요
1182,업데이트가 왜 이리 안되지요 너무 시간이 오래 걸리네요 대체되기는 하는 건가요 10분을 기다려도 안돼요
1183,아 진짜 신분증 촬영 땜에 진짜 개짜증 재촬영만 40번째 5번만 틀려도 재시도 계속 무한 반복 결국 영업점 방문 방법밖에 없는 거니 우리은행만 찍기 힘드네 빛반사 어쩌라고 시키는 대로 하는데 안되잖아 욕 나와 진짜 비번 한번 바꾸기 힘드네 에라 내가 우리은행 안 쓰고 만다 이렇게 저렇게 해봐도 안되니 이런 개떡같은 이러니 주 거래 바꾸는 거지 편한 어플 쓰지 이런 거 쓰겠어
1184,팝업창에 나오는 안 내 내용과 등록 절차가 달라서 알아서 찾아보고 알아서 등록하는 앱  오프라인 창구 상담사들도 일 겁나못하고 은행 앱도 환장할 지경
1185,용량이 너무 over 돼요
1186,조와 유
1187,최악의 서비스
1188,다운로드가 안돼서 모바일 뱅킹을 사용할 수가 없음
1189,폰에 500메가나 저장공간이 있는데 얼마나 용량이 크길래 딴 앱 지우라고 윽박지르나요 업데이트 강제하지 마세요
1190,좋아요
1191,우리은행
1192,좋아요
1193,업데이트를 몇 번 하는 거야
1194,굿
1195,매우 친절합니다
1196,좋네요
1197,타행 공인인증서 등록하려 했더니 생체인 증 지문등록해야만 가능해서 생체인 증 지문등록하려 했더니 그러면 스마트 OTP 보안카드라는 어플을 깔아서 등록해야 함 복잡하고 불편하고 다른 은행 어플보다 훨씬 쓰기 나쁩니다 그렇다고 다른 은행보다 나은 장점이 있는 것도 아니네요
1198,하인증 짜증 나네 타은행 인증서 없는데 타은행 등록하라고 나온다 생체인 증 등록도 안되고 머 어쩌라는 건데
1200,오류 확인해주세요 T011 오류 확인해주세요
1201,다른 은행 어플은 다 되는데 우리은행만 v3 에러 난다고 에러코투 130이 계속 뜨면서 앱이 실행 안되고 있습니다
1202,좋아
1203,좋아요 편리하게 이용하고 있습니다
1204,로딩이 느리다
1205,좋아요 사용 편해요
1206,좋아요
1208,편리함 끝
1210,우리은행을 주 거래로 쓰니 항상 잘 쓰고는 있지만 최근 업데이트로 인해 인터페이스가 편해진 것도 불편해진 것도 있습니다 특히 불편한 건 계좌송금 시 은행 계좌번호 입력 화면에서 숫자입력 패드가 하단에 붙어있는 점과 숫자패드가 매우 작은 점인데 테스트하면서 한 번도 안 눌러봤나 보네요 제가 스마트폰을 처음 쓰는 사람도 아닌데 계좌번호 입력이 한 번에 성공한 적이 한 번도 없습니다 번호가 매번 엉망진창으로 눌리는데 그거 숫자패드 아래로 내리라고 지시한 사람 그 말 듣고 만든 사람 그거 최종 승인한 사람 잡아서 은행장님이 직접 딱 빰 졸라세게 때려주세요 송금이 많은 편인데 불편해서 주 거래를 바꿔야 하나 고민 중입니다
1211,우리은행 계좌 및 카드를 약 15년째 쓰지만 좋은 줄 모르겠어요 혜택이나 이벤트가 타 카드보다 더 별로예요
1212,좋아요
1213,그놈의 무한 로딩 6오류 짜증 나서 못쓰겠네요
1214,5g로 바꾼 다음부터 앱 접속이 안 되는 경우가 많아요 로딩이 계속 걸린다든지 네트워크 연결을 확인하라든지 왜 이러는 건가요 해결 방법을 알려주세요
1215,지문인식이 갑자기 안되네요 며칠째 들어가지지가 않아요 다른 방법으로 로그인하려고 해도 없는 사용자라고 뜨고 진짜 열받네요
1216,이전 앱은 신용카드 결제 대금 확인 선결제 한도 확인 쉽게 확인 가능했었는데 지금은 하늘의 별 따기네
1217,왜 설치가 안 되는 거죠
1218,잘 사용해요
1219,특정 사람에게 계좌이체가 몇 번 얼마나 됐는지 찾을 일이 왕왕 있는데 검색 기능 없나요 다른 은행 앱은 있던데
1220,없음
1221,업데이트는 자주 하는데 개선되는 건 별로 없고 업데이트마저도 무한 대기 중이네 사전 테스트도 안 하고 아 신뢰가 안 가는 은행
1222,좋아요
1223,굿
1224,복잡하고 느리고 업데이트만 겁나게 하고
1225,회원가입 중에 제대로 접속이 안돼서 혹 개인 정보 누출된 게 아닌지 염려
