,comment
3141,뭔가 불편한데 편하기도 하고 잘 모르겠음
3142,아주 좋아요 ♡
3143,편리하고 좋아요
3144,좋아요
3145,자주 이용합니다 쉽고 빠르게 이용할 수 있어요
3146,간편 로그인으로 쉽게 접속할 수 있어 편리합니다 모바일로 쉽게 이체도 가능하니 좋아요 다른 계좌도 연결해서 한눈에 볼 수 있으니 다른 앱 일일이 로그인 안 해도 되고 편리합니다
3147,농협 스마트 뱅킹 편리하고 좋아요
3148,편리하고 빨라서 좋은 것 같아요
3149,다른 은행에 비해 쉽네요 잘 사용 중
3150,굉장히 많이 편리해졌습니다 자주 쓰지 않는 메뉴는 아직 좀 복잡한 단계가 남아있지만 자주 쓰는 메뉴들은 모바일뱅크에 근접하네요 신규 해지 등 은행 업무를 모두 담고 있는 것을 감안하면 가벼운 편이고요
3151,사용하기 굉장히 편해요 메가울트라캡숑짱
3152,너무 좋아요 한눈에 보기도 쉽고 조회도 어렵지 않게 가능하고요 다른 은행도 같이 쓰다가 농협에 너무 익숙해지고 편해져서 농협만 씁니다
3153,아주 편리합니다
3154,사용이 편리해요
3155,사용하기 편하네요
3156,구성이 직관적이라서 사용이 편리해요
3157,편리하고 빠릅니다
3158,사용하기 편리하고 앱의 구동이 빠릅니다 이체 후 여러 가지 방법으로 문자나 메신저 등 결과를 직접 보낼 수 있어 그 점도 매우 만족합니다
3159,간편 비밀번호 좋네요
3160,외래 동안 쓰지만 다른 은행보다 보기가 편하고 메뉴나 용어 이해도 가 좋습니다
3161,큰 불편함 없이 잘 쓰고 있습니다 근데 무슨 어플이 종류가 이렇게 많은 건지 좀 합칠 수는 없나요
3162,앱을 사용하고부터 은행 갈 일이 줄어들어 너무 편해요 사용하기도 쉽고 편해서 너무 좋아요
3163,저는 큰 불편함 점 없이 잘 이용하고 있어요 처음 은행 관련 앱을 농협껄루 시작해서 익숙해요
3164,너무 편하고 좋아요 타은행 수수료도 없이 보낼 수 있고 언제 어디서나 휴대폰만 있으면 결제 이체 등 간편하게 쉽게 처리할 수 있어서 유용합니다 불필요한 광고도 없고 참 좋습니다
3165,어플 속도도 빠르고 원래 이해하기 어려웠던 단어들이 있었는데 이걸 쓰니까 이해가 됐습니다 이체도 간편하고 사용할 때 불편도 없고 너무 좋습니다 제가 원래 이런 거 잘 모르는데 농협 덕분에 이해가 좀 됐습니다
3166,편히 잘 쓰고 있어요
3167,사용하기도 편하고 좋네요
3168,접근성이 좋습니다 대표 계좌 설정 등 편리합니다
3169,로딩 없고 보기 편하고 농축협 계좌까지 다 관리돼서 좋아요
3170,주거래은행을 농협으로 사용한 지 오래되었는데 보안카드 사용 없이도 안전하고 간편하게 사용할 수 있어서 편리합니다
3171,로그인 속도가 빠르고 디자인이 복잡하지 않아서 한눈에 잘 들어오네요
3172,사용하기 편하고 좋습니다
3173,너무 편리하고 좋아요 강추합니다
3174,집에서 계좌이체하기 편리함
3175,사용이 편리하고 안정적입니다 좋아요
3176,사용하기 편하고 좋네요 강츄합니다
3177,쉬운 ui를 제공해서 사용하기 편리합니다
3178,편리하고 빠르게 잘 사용하고 있습니다 다만 자동이체 설정 해지 메뉴가 잘 보이지 않아 한참 찾았던 점은 좀 아쉽습니다
3179,편리하고 좋아요
3180,잘 사용하고 있어요
3181,거의 이체할 때만 쓰는데 간편하고 디자인도 무난하고 괜찮아요 쓸데없는 기능이 많은 건 별로라
3182,비밀번호 여섯 자리로 간편하게 로그인할 수 있어 편리하고 좋습니다 이전보다 간편하고 다른 것들을 조회하기도 쉬워 사용이 쉬워졌어요
3183,이용하기 편합니다
3184,타행 앱에 비해 불편해요 뭐 하다 장애 나면 타행은 장애 난 데서 계속되는데 농협은 장애도 자주 나고 계속 처음으로 넘어가니 사용할 때 너무 불편해요
3185,앱 사용이 편리하고 빠릅니다 앞으로도 좋은 서비스 제공 부탁드립니다
3186,로그인이랑 계좌 보는 게 편해져서 좋아요
3187,솔직히 스마트뱅킹보다 콜 뱅킹을 많이 쓰게 돼요
3188,가끔 멈추는 것 빼곤 좋습니다
3189,사용법 익히니까 굿
3190,보통이다
3191,편리합니다
3192,잘 사용하고 있습니다
3193,아주 편리하게 잘 쓰고 있어요
3194,스마트뱅킹 편리하고 빨라 좋아요
3195,잘 쓰고 있어요
3196,간단하게 이체하기 편하게 되었고 속도도 보통인 것 같아요 다른 기능들은 아직 사용 전이지만 이벤트도 진행하는 것으로 보니 사용자들의 편의를 많이 생각한 것 같아 좋아요
3197,편하고 좋네요
3198,깔끔한 앱이네요 추천
3199,굿굿
3200,편리해서 잘 이용 중입니다
3201,스마트뱅킹 초보자인 제가 쓰기에 편하게 돼있어서 좋아요 계좌관리도 쉽고 저는 사용하기 편합니다
3202,직접 은행 가서 안 해도 될 간단한 일 빨리해야 할 일들 앱으로 바로 가능해서 너무 좋아요
3203,진행속도 엄청 빠르고 메뉴 찾기도 쉽고 편리해요
3204,좋아요
3205,농협 이용할 때 편리합니다
3206,편리해요
3207,단순 심플해서 편의성이 좋음
3208,은행을 가지 않고도 처리할 수 있도록 다양한 기능이 있어 사용하기 편하고 좋아요
3209,지문인식 등록하고 로그인하니까 공인인증서 로그인 안 해도 되고 1초 만에 로그인함  편하고 좋아요
3210,사용자가 이용하기 편한 거 같아요
3211,편리하고 좋아요
3212,사용이 편하고 쉬워요
3213,주거래은행으로 농협을 사용하고 있습니다 다른 은행사를 이용하는데 너무 힘들 정도로 농협만 사용을 하고 있는데 이 앱은 너무 편해요 앞으로도 쭉 사용 잘하겠습니다 감사합니다
3214,은행 앱 중 NH가 초보자였을 때도 쉽게 할 수 있었고 지금도 쉽고 평상시 사용함에 불편함이 없음
3215,간단명료하게 나와있어 어렵지 않게 조회 및 이체 송금 등 업무를 볼 수 있어서 너무 좋습니다
3216,오류 없이 잘 사용 중입니다 점검도 잘 사용하지 않는 시간대에 해서 편하게 잘 사용하고 있어요
3217,사용하기 편리하여 좋습니다 10년 넘게 농협을 사용 중입니다  사랑해요 농협 빠끄
3218,이용성은 좋으나 잔 오류가 자주 발생해서 조금 아쉬워요
3219,조회와 이체가 간편해서 하루에도 몇 번이고 이용하고 있는 앱입니다 농협 통장 이외에도 타은행 계좌도 등록해서 함께 관리할 수 있어서 편해요 정말 스마트한 앱이에요
3220,편리하고 좋다
3221,편해요
3222,인내심 테스트하는 어플
3223,편리하게 잘 사용하고 있습니다
3224,그전에 비해서 사용하기 편해졌음
3225,주거래은행으로 어플도 편리하게 사용 중이에요
3226,최고
3227,사용하기 편합니다
3228,제가 사는 곳이 시골인데 농협은 전국 어디 에나 있으니 정말 좋아요
3229,간편하게 인증받아 사용할 수 있어서 좋아요
3230,사용하기 편리해요
3231,잘 쓰고 있어요
3232,간편하고 사용하기 쉬워서 좋아요
3233,앱 자체로는 괜찮습니다 오류 거의 없고 빠릅니다 다만 NH 관련 앱이 너무 많아서 일일이 까는 게 불편합니다 굳이 별도로 분리해놔야 하나 싶은 앱들도 있고요 중복되는 기능이 있는 앱의 경우 통합해서 일원화시키면 더욱 좋을 것 같습니다
3234,에러 없이 편하고 좋네요 복잡하게 누르지 않아도 안전하게 송금되니 타이 체어 프로보다 편해요
3235,앱 사용하기 편하고 간편하게 이용 가능해요
3236,매일 사용하고 있고 접속도 쉽고 빠릅니다 편하게 잘 사용 중입니다
3237,간편 비밀번호로 하니 너무 편리하고 좋아요
3238,아직 조금 더 개선점은 필요하지만 어플 덕분에 농협 안 가고 편하게 이체해서 좋아요
3239,이용하는데 복잡하지 않아 사용하기 좋습니다
3240,로그인하기 편하고 믿을 수 있어서 잘 사용하고 있어요 이체도 편리하고 여러모로 만족해요
3241,직관적이고 기본에 충실하다는 느낌입니다 온 가족이 사용하는 주거래은행이라 직관적인 사용은 꽤 중요하거든요 나이 드신 부모님도 은행 방문하지 않고 편하게 핸드폰으로 은행 업무를 보고 계시다는 점에서 큰 점수 줍니다 그리고 메인에 보이는 잔액 숨김 기능이 있어 사람 옆에 있어도 앱 여는 것이 부담스럽지 않아 좋아요 요즘 현금 없이 바로 현장에서 이체하는 경우가 많거든요
3242,농협 스마트뱅킹은 사용하기가 정말 쉽고 편해서 저뿐만 아니라 주위에서도 아주 많이 쓰고 있어요
3243,간편해서 좋아요
3244,선명한 파란색 앱 색깔이 무척 맘에 든다
3245,좋은 것 같습니다
3246,앤티 이해하기 쉽고 편리해서 사용하기 너무 좋습니다
3247,이용도 편하고 좋아요
3248,전 십 년 넘게 모든 은행 계좌 카드 증권까지 농협으로만 하고 있어요 전 계좌 보기가 가능해 편해요 쉽게 참여되는 이벤트도 은근 많아서 자주 들어와 보게 되어 재미있어요 이벤트로 다양한 상품들 구경하기도 하고 가입도 하고요 하단 금융상품몰 클릭하면 다양한 상품들 많이 볼 수 있어요 이 앱으로 비대면 적금도 바로 개설 및 해지 가능하니까 은행 갈 일이 없네요 카카오뱅크가 비대면 관리가 되니 인기라 갔다가 어라 농협도 그게 다 되네 싶어 돌아와 적금계좌 텄어요 오류도 거의 없어 불편함 없이 잘 쓰고 있어요 농협 스마트 앱은 늘 열 일합니다
3249,로그인 등 세팅은 편리하나 다른 은행 앱에 비해서 앱에서 제공하는 기능이 부족하여 직접 전화하거나 직원 도움을 받아야 하는 경우가 종종 있음
3250,아주 만족합니다 대박 나소서
3251,뱅킹 사용 시 다른 은행 통합과 사용이 편리하게 되어있네요 중년의 나이에도 이해가 잘 됩니다
3252,생각보다 빠르게 일처리 되는 것이 좋았어요
3253,사용하기 아주 편리합니다 농협 최고
3254,역시 농협다운 농협스러운 간편한 사용법과 보기 좋은 화면으로 편리함을 더했네요
3255,편리해요
3256,저처럼 초보 사용자도 이용하기 편하네요
3257,대한민국 대표은행 농협은행 사용되는 기능과 유저인터페이스도 대한민국 대표은행 앱입니다
3258,주거래은행이라 자주 사용합니다 사용하기 편리하고 소액은 콕뱅킹 사용해도 되니 둘 다 편리합니다
3259,사용하기 편하고 좋아요
3260,사용하기 좋습니다
3261,편해요
3262,타사이지만 농협 증권어플 나무만 해도 UI도 좋고 디자인도 심플하면서 트렌디합니다 대체적으로 평범한 UI에 디자인도 딱히 세련되지 못한 점 때문에 별 3개 주었습니다 이용에는 전혀 불편함 없고 쓸만합니다 하지만 디자인의 개선만 좀 더 신경 쓰며 뉴 좋을 듯 합니다
3263,사용하기 편해요
3264,여러 개의 인증 방식 중 선택해 간편하게 로그인할 수 있어서 좋고 타행계좌도 등록하면 거래내역 조회랑 송금도 가능하며 내 자산이 어느 정도인지 조회할 수 있어서 좋은 거 같음 농협을 자주 이용해서 인지 앞으로도 계속 이용할 거 같음
3265,굿 매우 추천해요
3266,간편해서 사용하기 좋아요
3267,처음에 사용할 때보다 많이 좋아진 것 같아요 무겁지도 않고 빠르게 실행되는 것 같아 만족합니다 그리고 오픈뱅킹이 되고부터는 계좌 관리 등돈 이체도 더 간편하고 더 좋습니다 앞으로도 더 발전하는 앱이 되었으면 좋겠어요
3268,좋네요
3269,얼굴 인식 로그인 방식 도입했으면 하고 본인 계좌에서 본인 계좌로 이체 시 전화승인 등을 생각하고 손쉽게 할 수 있도록 바랍니다
3270,편리해요 속도도 빠르고 오류도 적어서 이용하기 좋습니다
3271,잘 이용하고 있어요 은행 어플로도 이용하고 있고 증권 연결 계좌로도 사용 중입니다 미사용 중일 때에는 로그아웃이 자동으로 돼서 좋더라고요 그러고 보니 집 대출도 이용 중이네요 속도가 느리다고 생각하진 않았지만 좀 더 빨리 조회가 되면 더 좋을 것 같아요 그래도 조회나 이체하기가 은근 편해서 계속 이용할 거예요 그러니 앞으로도 안전하게 이용할 수 있게 잘 부탁합니다
3272,쉽고 편리해 항상 이용해요 더 이유가 있을까요
3273,좋아요
3274,좋아요
3275,앱 로그인 방식이 너무 쉽고 앱 속도도 빨라요
3276,스마트뱅킹은 혹시 모를 사고가 걱정돼서 사용을 안 하고 있었는데 한번 사용하고 나서는 너무 편하다 인터넷뱅킹은 이제 귀찮아서 pc를 켜지도 않는다 스마트뱅킹 짱
3277,타은행 어플에 비해 사용하기 쉬워서 잘 쓰고 있어요
3278,역시 지방엔 농협이지
3279,이용하기도 쉽고 이용 중 오류 등의 문제가 일어난 적도 없어서 이제 없으면 불편한 앱
3280,간편하게 사용하는 농협 모바일 금융앱
3281,앱으로 그 인도 즉시이체도 빨라서 사용하기 편합니다 근데 금융인 증서로 도 로그인할 수 있게 해주시기 바랍니다
3282,UI 메뉴가 좀 더 쉽게 직관적이게 파악이 쉽게 설계가 됐으면 좋겠어요
3283,로그인만 해도 너무 좋아요 편합니다 그렇지만 로그인까지 가는 과정이 참복잡쓰
3284,너무 편리하고 좋아요
3285,편리합니다 아직 기능을 다 이해하진 못했지만 요긴할 듯요
3286,사용하기 편리해요
3287,좋아요
3288,오래 써와서 손에 잘 붙어요
3289,이체도 쉽고 오류도 없고 정말 편리해요
3290,농협만 써요
3291,좋아요
3292,편리하고 좋아요
3293,잘 사용 중요 너무 좋음
3294,첫 화면에 후 계좌 말고 밑으로 쭉 나열돼서 다 보이면 편할 거 같아요
3295,오프라인에서 제공받지 못하는 여러 가지 이벤트나 우대금리 등 좋은 혜택이 많습니다 타은행보다 더 현실적인 이벤트가 많아 좋습니다 속도도 매우 빠릅니다
3296,주는 행인데도 자주 사용하진 않지만 보기 편하고 좋아요
3297,편리합니다
3298,앱으로 인터넷뱅크 이용 시 최근에 사용한 계좌번호가 떠서 편해요
3299,간편하니 사용이 쉽다
3300,사용하기 편리함
3301,사용하기 편리합니다 큰 글 모드 있어서 연령대 높으신 분들도 이용하시기 편리하고 간편론 그 인도 등록하기 편해서 한번 등록하면 쉽게 로그인해서 조회 및 이체 업무를 볼 수 있습니다 그리고 자산관리 서비스가 있어 나의 모든 예금 대출 카드 이용금액 등을 한 번에 조회해서 확인 가능하고 또 이런 걸 분석해주는 서비스를 제공해줘서 좋습니다 그리고 전체적으로 화면이 깔끔하게 메뉴도 보기 쉽게 잘 돼있어서 좋았습니다
3302,간편하게 뱅킹 서비스를 이용할 수 있고 다양한 방법의 로그인 방법이 있어 편리하게 사용하고 있습니다
3303,편리하게 잘 사용하고 있어요
3304,업데이트된 메뉴들이 카드 형식이라 보기 편해요
3305,주로 KB를 사용해서 그런가 익숙하지 않아요 이게 농협이랑 농협은행을 구분해서 사용하는 게 편하지 않아요 그래도 농협에서 직장인 복리적금이 정말 그나마 적금 중에서 괜찮아서 계속 사용합니다
3306,확실히 예전에 비해서 사용하기 편해졌어요
3307,사용하기 쉽고 편해요
3308,최고입니다
3309,좋아요
3310,예적금 자유로워서 좋네요♡
3311,편해서 주거래은행으로 쓰고 있어요
3312,아주 괜찮아요 이전에 비해서 빠른 이체도 괜찮고요
3313,다른 금융앱에 비해 알아보기 쉽고 간편해요
3314,사용이 편리해요
3315,NH 스마트 뱅킹 사용하기도 쉽고 은행에 갈 일을 줄여주니 번거로움은 마이너스 되고 편해서 내 시간은 플러스되고 늘 사용하는 NH 스마트뱅킹 너무 좋아요
3316,직관적이고 편리합니다 
3317,빠르고 편합니다
3318,빠르고 편해요
3319,개떡
3320,보기 쉽고 편해요
3321,좋아요 이용 편리합니다
3322,음 좋아요  편리하고 단지 조금 더 홍보와 상세 사용 설명 방법이 필요할 것 같네요 비밀번호도 여기서 변경할 수 있던 걸 몰랐었는데 고객센터와 통화를 해보고 나서 알 수 있었던 점이 조금 아쉽습니다
3323,좋고 편리해요
3324,좋아요
3325,이전보다 사용하기가 편리해지면서 좋습니다
3326,참 편리합니다
3327,NH를 계속 사용하다 보니 이것만큼 편한 건 아직 없네요 저한텐 편리하고 알아보기 쉽고 좋아요
3328,사용하기 좋아요
3329,다른 은행보다 앱 사용이 편리하고 쉽게 찾을 수 있었던 것 같습니다
3330,사용하기 편하고 앱 사용 많이 합니다 익숙해서 그런지는 모르겠지만 전 너무 사용하기 좋습니다
3331,편해요
3332,로그인부터 각 메뉴 이동 간에 시간이 다른 은행 어플보다 적게 걸리는 것 같아 좋습니다 이용하기도 쉬운 것 같고요
3333,전체적인 메뉴 구성이 예전 방식 그대로이다 보니 친숙할 수는 있으나 편하지만은 않습니다 색상 또한 농협 하면 떠오르는 녹색으로 구성되어 눈은 편할 수 있지만 촌스러운 건 저만 느끼는 걸까요
3334,편하고 간편해서 아주 좋아요
3335,편리하고 빨라서 좋습니다
3336,예전 농협 뱅킹 어플보다 훨씬 나아졌네요 전 농협 마니아입니다
3337,잘 쓰고 있습니다 좋아요
3338,농협은행과 지역농협 구분이 좀 어렵네요
3339,별 무리 없이 잘 사용하고 있음
3340,좋아요
3341,이체나 확인 및 기타 이용이 편리하고 오류가 적어 메인으로 사용하기 좋음  해피민쟁
3342,사용하기 편합니다
3343,믿을 수 있는 농협짱
3344,잘 사용 중이긴 한데 12시마다 거래정지 너무 불편하고 자동이체 조회 변경이 은행거래시간 당일 전일 변경 안 되는 거 너무 불편해요
3345,상품 선택 편리
3346,많이 좋아졌음
3347,사용하기 편하고 좋습니다
3348,편하게 사용하고 있습니다 조회도 이체도 모두 편리합니다 고객의 의견을 반영하여 앱 성능을 꾸준히 개선하고 있다고 생각합니다
3349,좋아요
3350,편리하고 신속함
3351,쉽게 사용할 수 있네요
3352,앱 사용이 편리하고 접속도 원활해서 자주 이용하는 편입니다 특히 특화되고 간단하게 이용할 수 있도록 올인 뱅크 콕뱅크 등의 앱을 추가로 이용 시 많이 편합니다
3353,사용의 편리성을 누리게 하는 앱으로 속도만 좀 더 개선되면 굿임
3354,간편하고 쓰기 편합니다 한가지 불편한 건 간편 계좌 액수가 600만 원으로 정해져있어 불편해요 다른 은행은 간편 계좌로 쉽게 이체되는데 이건 600 넘어가면 다시 로그인해야 되니 귀찮고 못할 때도 있어요
3355,사용하기 편해요
3356,사용하기 편해졌어요
3357,사용하기 쉽고 속도 또한 빠르고 좋습니다 농업인과 소비자가 상생한다는 기분으로 항상 함께해 주세요
3358,좋음
3359,간편하고 쉽게 로그인과 조회 및 이체 등등이 가능해서 좋아요
3360,오래전부터 농협을 주 거래로 이용 중인데 군더더기 없이 깔끔해서 로그인하는데 타은행 어플보다 접속도 빠르고 편리해요
3361,간편하게 결제가 돼서 너무 좋네요
3362,오랜 사용기간 동안 불편하다고 느낀 부분 없이 잘 사용 중이에요
3363,믿고 쓰는 농협 인터넷뱅킹
3364,제 경험상 농협 스마트뱅킹 어플 쓰기 편하고 필요한 정보는 눈에 쉽게 들어오게끔 해놔서 간략하게 누구나 쓰기 쉽게 돼있는 거 같아요
3365,너무 사용하기 편하고 좋습니다 농협 뱅크 파이팅
3366,보안이 철저하다는 생각이 듭니다
3367,일반적으로 접근성과 가독성은 향상되었으나 아직도 트렌드에 조금 뒤처진 Ui를 채택하고 있습니다 토 카카 프레임의 강점을 잘 들여다보세요
3368,아주 좋아요
3369,스마트뱅킹도 올인 뱅킹도 자주 사용하는데 스마트뱅킹이 편의성은 떨어질지 몰라도 좀 더 보안이 좋은 느낌입니다
3370,쓰기 편합니다
3371,공인인증서로 로그인하는 꼼꼼함♡ 다른 뱅킹에서는 조회되지 않던 타행 청약통장까지 조회되는 엄청난 통찰력♡ 덕분에 계좌관리에 믿음이 갑니다
3372,늘 애용하는 은행 앱이에요 쉽고 간편해요
3373,자꾸 네트워크 환경 확인하라 하면서 안 켜져요 매번 삭제하고 다시 설치해야 돼요 한두 번도 아니고 너무 짜증 나서 은행 바꾸고 싶을 정도
3374,쓰기 편해요
3375,쉽고 빠르게 사용 가능하며 이벤트 참여 기회가 다양함
3376,입출금에 대출 등 금융업무가 편해요
3377,자주 이용하죠 월급통장이기도 하고 입출금 쉽고
3378,어플이 자꾸 종료되고 로그인도 안 되는데 왜 그런 거죠
3379,사용하기 편해서 잘 사용하고 있어요
3380,쭉 농협만 이용했는데 확실히 전보다 더욱 편리해지고 빠르게 업무 처리를 볼 수 있어서 너무 좋습니다 편하게 이용할 수 있게 열심히 앱 개발해주시는 분들 수고가 많으시네요 앞으로도 쭉 열심히 사용하겠습니다
3381,잘 사용하고 있어요
3382,농협은 NH 스마트 뱅킹으로 하는 게 젤 편하고 좋아요
3383,왜 자꾸 간편 뱅킹하라고 나옵니까 불편하네요
3384,앱 사용이 편리합니다
3385,주거래은행이라서 항상 사용합니다 예전보다 이체와 거래내역 확인이 편해져서 좋습니다
3386,업데이트되면서 기존보다 로그인 방식이나 계좌조회 등이 편해진 것 같아요
3387,농협 좋아요
3388,UI가 편리합니다
3389,전보다는 훨씬 편리하네요
3390,왠지 모르게 느리게 느껴지는 앱
3391,기능이 쉬어져서 사용하는데 더 편리해졌어요
3392,좋아요 편합니다
3393,앱이 업데이트되고 나서 사용자 편의성이 많이 개선된 것 같습니다
3394,좋아요
3395,잘 사용하고 있습니다
3396,타 은행 앱은 로딩 시간 엄청 길 때도 있고 튕김 현상 있지만 농협은 로딩도 빠르고 사용 중 끊기는 불편함도 없고 좋습니다
3397,콜 뱅크가 정말 정말 편해서 이체 기능으로는 잘 사용하지 않으나 비대면 계좌개설 기능으로는 잘 사용하고 있습니다 다만 비대면 적금계좌 해지가 조금 복잡하거나 잘 안되고 카카오뱅크처럼 적금을 해지하지 않고도 일회성으로 인출하는 등 다양한 옵션을 추가해주신다면 어떨까 합니다 어릴 때부터 계속 농협만 이용해왔던 터라 쭉 발전하여 좋은 서비스 제공해주시기를 바랍니다
3398,NH 스마트뱅킹 좋아요
3399,농협 스마트뱅킹 무엇보다 빠르고 이용하기 매우 편리합니다 지인들 어르신들도 잘 사용하지 않는 분들도 사용하고 나서 농협 걸어서 왜가느냐며 농협 스마트뱅킹만 사용하시고 계십니다 별 다섯 개 최고입니다
3400,쉽고 빠르게 각 항목을 찾을 수 있어서 좋아요
3401,유용하게 잘 쓰고 있어 요전보다 편리해져 좋아요
3402,앱 로그인 빠르고 이체도 간편해서 좋습니다 잘 사용하고 있어요
3403,이용 잘하고 있습니다 계좌이체도 편리하고 거래내역 조회도 좋아요 자주 사용하는 계좌 이체도 편리해서 많이 이용하고 있습니다 아직은 불편한 점은 모르겠네요 
3404,언제나 빨리빨리 잘 돼서 너무 좋아요
3405,보기 쉽고 이체 방법도 간단합니다 메인화면도 한눈에 알아보기 쉽게 되어있어서 좋습니다
3406,좋습니다 매번 편하게 잘 이용하고 있어요
3407,많이 좋아졌어요
3408,농협 만세
3409,농협이 주거래 은행인데 NH 스마트뱅킹 앱을 통해서 거래내역 잔액 등을 쉽고 빠르게 확인할 수 있어서 편리합니다 다양한 서비스도 제공해주고 여러 이벤트 참여 혜택도 있어서 더 좋은 것 같습니다 앱 이용 방법도 어렵지 않으니 농협 계좌 있으신 분들은 사용하시길 추천드립니다
3410,칼뱅보다 메인으로 사용하는 어플인데 계좌이체나 사용내역 조회도 쉽고 빨라서 애용 중입니다 체크카드 사용 시에는 포인트도 잘 쌓이고 사용도 쉬워서 꽤 유용하더라고요
3411,이용하기 쉽게 잘 돼있어요 몇 번 오류가 나긴 했지만 그 정도야 머 애교 수준
3412,좋아요 잘 쓰고 있어요
3413,만족합니다 깔끔하네요
3414,편리하고 좋네요
3415,그 어디에 가나 도시와 촌에서 유용하게 편리하게 잘 사용할 수 있어서 감사합니다
3416,대체로 사용하기 좋은데 연결이 안 되거나 거래내역 같은 건 자세히 나와있지 않아 확인하려면 좀 복잡합니다 이체나 잔액조회는 쉬워요
3417,사용하기 편리하고 간편해요
3418,간편 로그인이라 숫자 여섯 자리면 끝 한눈에 제 계좌를 모두 볼 수 있고 이체도 간편해 송금도 편리하네요
3419,편해요
3420,사용하기 편리해요
3421,보안이 좀 염려되나 잘 쓰고 있음
3422,사용하기 편리하고 항상 화면에 메뉴가 눈에 잘 보이게 배치되어 좋습니다
3423,좋아요
3424,사용하기 편리하고 좋아요
3425,만족합니다
3426,은행 가지 않아도 될 정도로 편하고 빠르네요
3427,사용자 관점으로 잘 만드셨네요 속도도 빠르고 역시 농협금융 믿음이 갑니다
3428,오픈뱅킹 이용하고 있는데 편리해서 좋아요 
3429,우리 농협 좋아요
3430,편하게 잘 되어있어요
3431,쉽고 편리합니다
3432,빠른 로그인에 만족합니다
3433,NH 스마트뱅킹 불편함 없이 잘 애용 중이에요 주 거래 농협이라 매일 들락날락해도 끊김 없고 입출금도 너무 간편해요 다른 타은행까지 한눈에 볼 수 있어서 좋아요
3434,사용이 편리로 그인 쉽고 웬만한 건 이 앱으로 다 가능 굿
3435,편리함은 농협 스마트뱅킹이 진리
3436,최초 로그인 시에 간편가입 계속 물어보는 창이 뜨는데 이건 수정되었으면 좋겠네요 그 외 전반적인 인터페이스는 직관적이고 사용하기에 편합니다
3437,전에부터사용하고햇엇는데지금도다시사용을하고잇지만역시이것만한게없드라고요다른거는막번거롭게인증하고막그래야하지만NH스마트뱅킹은간편비밀펀호로할수가잇으니까너무좋은것같네욯
3438,깔끔한 UI와 다양한 이벤트가 눈길을 끄네요
3439,농협 어플 좋아요
3440,사용감이 편해요 단점은 고객센터 문의가 좀 편했으면 좋겠어요
3441,편리하고 꼭 필요한 기능만 있어요
3442,편리합니다 사용하는데 어려움 없이 잘 이용 중입니다
3443,타 금융사보다 편리하게 되어있어요 스마트뱅킹은 간편한 게 최고인 것 같습니다
3444,간편한 은행 업무 좋아요ᆞ
3445,농협 거래만 근 20년이 지나가는 뱅킹 사용자입니다 처음 체크카드부터 신용카드 뱅킹까지 꾸준히 발전함에 따라 편리하게 사용하고 있어요 농협 하면 눈이 시원해지는 그린 계열인데 아이콘은 블루 계통입니다 콜 뱅크는 그린이고요 약간의 통일성이 필요해 보입니다 거래내역 또한 사용자가 1년 이상 지난 내역도 조회되었으면 합니다 내점 방문 말고 타은행과는 다르게 농협은 농어촌 외 도시사회에 필요한 마트까지 점유하고 있어 고객에게 익숙한 은행으로 인식됨에 따라 나아가 더불어 가는 기업과 개인으로 금리 인상 좀 해주세요 제발 예적금 이자가 행복해지는 날이 오면 좋겠네요 같이를 가치있게 더불어 행복하게 기업고객 아닌 당신과 나 우리가 만들어갑니다
3446,저는 NH농협을 오랫동안 사랑해왔던 사람입니다 모든 걸 농협에서 거래합니다 스마트 뱅킹 지문 방식으로 해서 너무 편리하고 자동이체도 너무 편리해서 만족합니다 앞으로 NH농협과 쭉 갈갓 같습니다
3447,주 거래가 농협이라 사용하게 되었어요 타은행처럼 모바일 번호표 발급 기능도 생겼으면 합니다 다른 부분은 편하게 잘 사용하고 있어요
3448,너무 편리한 nh 뱅킹 자주 애용하고 있습니다
3449,누구나 쉽고 간편하게
3450,좋아요 개선도 파르크
3451,천상천하 유아독존 NH 스마트뱅킹 너무 편하고 좋아요
3452,아주 편하고 안정적이네요
3453,앱 오류도 적고 업데이트도 자주 안 해도 돼서 편해요 메뉴도 직관적이라 편리합니다ㅔ
3454,좋아요
3455,초간단
3456,편리하고 자주 사용하는 어플입니다
3457,나날이 좋아지고 있어요 그렇지만 제가 처음 NH 뱅킹 앱을 이용하던 시기만큼 직관적이고 편리하진 않은 것 같아요 심지어 컬러와 디자인도 그때가 더 예뻤는데 어느 순간 업데이트되더니 엄청 나빠져서 다른 은행으로 주거래 바꿀까 생각도 했었거든요 지금은 아주 편리해져서 그런 고민 안 해요 조금씩 더 나아지는 NH 뱅킹 앱 파이팅입니다
3458,화려하지 않고 기본에 충실한 게 마음에 든다
3459,편리하게 사용하고 있습니다
3460,사용하기 너무 편리하며 쉽게 볼 수 있어서 너무 좋아요
3461,사용하기 간편하고 자주 쓰는 메뉴들이 한눈에 보여서 좋아요 급할 때 빨리빨리 사용할 수 있어서 불편함이 없고 원래 이벤트 같은 공지도 거의 눌러보지 않는데 그런 공지도 쉽게 눈에 들어오도록 해놓아서 이렇게 리뷰도 쓰게 되는 것 같아요 굿굿
3462,예전보다 사용하기 좋아진 것 같아요
