,comment
1169,제가 안드로이드 442 버전인데요 44x 버전은 문의 남기면 앱 설치 도와주신다고 해서요_ 설치 어떻게 하면 될까요
1170,신분증 본인확인 절차가 무척 분노하게 함 인내심 시험 잘 안되면 되게 앱 환경을 개선하지 않고 고객의 부편을 개무시한다  시발
1171,편리합니다 사용이 쉽습니다
1172,안 열려요 왜
1173,로그인이 안 됩니다 가입이 안 되어 있는데도 계속 에러가 나네요 빠른 수정 바랍니다
1174,가입도 하고 했는데 추가 인증 부분에서 은행 계좌번호 작성 후 숫자 4자리 추가 인증이 안되는데 왜 그럴까요 어플 삭제 후 재다 원했는데도 마찬가지
1175,아니 신분증 인증했는데 왜 자꾸 확인이 안돼서 다시 찍어달라는 거예요 폰도 잘 인식된다고 통과시키는구먼 사람이 ai보다 못해요
1176,몇 시간째 실행이 안됨
1177,분명 계좌는 없는데 장기니 사용 고객이라고 고객센터 통화하라는데 어제부터 도대체 전화연결이 안 되네요 못 사용하게 하려면 개인 정보를 없애주시던지요
1178,계속 본인인증이 안되네요
1179,무슨 이유인지 주거래은행이 지급정지되었는데 계좌도 없는 케이뱅크에서 요청한 것이라는데 고객센터에서는 알 수 없는 말만 반복할 뿐 자기들도 이유를 모른다
1180,앱 실행이 왜 안 되나요 이체도 못하고 이게 먼가요
1181,발바닥 핫팩 킥복싱 죽은 시인의 사회 헤지펀드 선더 토큰
1182,고객상담 대기는 80명 앱 실행 불가 골치 아프네
1183,이틀 전부터 당최 계좌가 열리질 않습니다 조금 불편해도 리뷰 남기지 않는 편인데 이걸 어떻게 해결해야 할지 모르겠습니다
1184,접속이 왜 계속 안 되나요 통장 계좌이체해야 하는데 앱을 다시 깔아도 안 들어가죠요
1185,최고
1186,비밀번호 입력하는 창이 떠야 출금을 할 거 아니야  비밀번호 입력하라 해놓고 키패드가 안 올라오면 어떡하라고
1187,주소를 굳이 영문으로 써야 하나요
1188,편리하게 이용 가능한 모바일은행 짱
1189,접속 x
1190,연락하라는 문자 뜨면서 통화는 안 되고 입출금 해야는데 며칠째 통화시도해봤지만 불편하네요
1191,신분증 사진 인증이 안되면 영상통화 하라더니 다시 오류 무한 반복 계좌 하나 만들기 어렵네요
1192,홈 화면에 앱이 안 깔려요 거래 증빙자료 미제출로 이체한도 100만 원 제한이 뭔가요 어떻게 풀지요
1193,투자 관심
1194,앱 실행이 안됨 진짜 초등학생이 만들어도 이렇게 운영 안 할 듯 쓰레기은행
1195,신분증 사진이 안 찍혀요 불편해요 어떻게 해야 돼요 어느 정도 맞춰도 안되는데 개선 좀 해주세요
1196,어제부터 접속이 안돼요 메인화면에서 멈춥니다
1197,굳
1198,계좌 붙여넣기 기능도 없는 은행이 어딨어요 시대에 뒤떨어디는 인 뱅어 그리고 핸드폰 바탕화면에 설치는 왜 안되는 거요 계좌 복사라도 하자 진짜 짜증 난다
1199,두 번째 등록을 수천만에서 새로 과리봬보니 백만워눌금 입금이 됩니다 수 천만까지 회복해주세요
1200,케이뱅크 못 해먹겠네요 신분증 인증을 수차례 해도 인증이 안된다 하는데 시스템을 제대로 구성해놓고 내놓던가
1201,개설하고 실컷 있다가 신분증 인식 안 된다고 막아버리냐 막으려면 계정에 돈 넣기 전에 막던가 왜 뒤통수 때려 재촬영은 수십 번을 해도 안되고 더러워서 안 쓸라니까 입금한 돈 내놔라
1202,앱이 안 켜지는데요 업비트에 빨대 꼽아서 재미 많이 봤을 텐데 앱 개발에도 돈 좀 쓰세요
1203,지금 케이뱅크 평판 최악인 건 알지 서비스 개판에다가 무슨 한도 제한까지 걸어놓냐 제3금융권이야 이거 안 없애면 계속 말 나오고 사람들 놓칠 거임
1204,좋와용
1205,설치가 안돼요
1206,이 쓰레기 어플 만든 사람이 누구인지 궁금하네 계속 무한 반복하네
1207,풀 편의 끝판왕 케이뱅크로 입금은 무제한 출금은 1백만 원 그것도 하루 한 번 한도 증액하려니 복잡한 절차를 대여섯 개를 거쳐야 함 카카오뱅크도 쓰고 있는데 편리함 끝판왕 케이뱅크는 불편함 끝판왕 사용자 불편보다 자기네들 편이 위주 하루 1백씩 잔금 모두 빼고 나면 앱을 삭제할 예정 계좌 폐쇄도 엄청 번거로운 절차를 대여섯 개를 거칠 것이 뻔하므로 그냥 앱만 삭제할 것임
1208,아주 편리합니다
1209,계속 먹통이네요 밑에 3가지 방법으로 다 해보았는데 왜 안되는 건가요 시스템 확인은 하시는 걸까요
1210,지점도 없는 은행이 앱 오류면 어쩌란 말이냐
1211,샤오미 홍미 노트 9에서는 신분증 인식이 안 되나요 다른 은행들은 문제없었는데 케이뱅크는 답변에 맞춰 다 했는데도 신분증 촬영은 안되네요
1212,좋아요
1213,계좌개설하려고 하는 제 권한 설정에서 멈춰서 안돼요 
1214,돈을 찾아야 하는데 종일 열리지 않아요  불신과 불안이 겹치네요
1215,업데이트를 왜 한 건가요 평소에도 느렸는데 이젠 앱 실행 후 로고만 뜨고 실행이 안되네요 이런 식이면 누가 케이뱅크 쓰겠나요 말씀하신 방법 다 했는데도 안됩니다
1216,왜 접속이 안되죠 당장 이체할 일이 있는데 먹통이네요
1217,상담자 전화 안 받네요 일하고 있는 고 맞아요 통화랑 이 많다고 하는데 다른 데는 이렇게 오래 안 기다려요 진짜 별 하나 주기도 아깝네요
1218,앱이 다운로드가 안돼요 계속 뱅글뱅글 돌기만 하고‥
1219,저도 아래 분처럼 앱이 로고만 뜨고 먹통입니다
1220,통화가 전혀 안돼요
1221,사용이 쉬고 화면을 크게 해서 보기 좋습니다
1222,오늘 갑자기 접속 시 로고만 뜨고 이용이 안돼요 아래 댓글 주신 내용 보고 네트워크 확인 백그라운드 앱 삭제 캐시 삭제해도 안돼요
1223,꾸어 웃 좋아요
1224,갑자기 접속이 안됩니다 노트 8 기종입니다 아예 먹통이 되네요
1225,신분증 재확인 떠서 찍는데 인식도 못 하고 찍지도 못하고 처음엔 내 폰이 문제인지 알았는데 다른 은행 어플들은 한 번에 되더라 살다 살다 이런 쓰레기 은행 어플은 처음 봄
1226,갤럭시s9 사용 고객입니다 케이뱅크 앱이 실행이 안되고 로고만 뜨네요 3일 내내 빠른 시일 내에 조치 좀 취해주셔요
1227,안 깔려요
1228,도대체 언제 승인됩니까 시분 증 확인하는데 아돌 긋네
1229,어플이 안 켜지는데 왜 그런 거죠 캐시 삭제하고 해도 안됨 개판임
1230,이거 먼데 잘 되다가 접속이 안되네 장난하시오 돈 보내야 하는데 빨리빨리 수정을 하던가 은행 앱이 이따위가 있네
1231,빨라서 굿
1232,실시간 문의 톡 하려니 가입자 아니면 접근이 안 됨 가입문의인데 어쩌라고요
1233,로그인하는데 장기 이 접속 고객이라고 통화 후 사용 가능하다길래 오늘 오후 1시 반부터 1시간마다 전화 걸었는데 걸 때마다 통화 중이라고 잠시 후 다시 걸으라고 안내 나오면 저는 언제 어떻게 통화하고 계좌를 풀죠 안내번호 3개 있어서 3개 다 1시간 텀으로 걸었는데 똑같음  제가 번호를 남기면 다시 전화 주시는 그런 시스템은 없나요
1234,진짜 사용하기 불편하네요 분명히 처음에 신분증 촬영할 때 제대로 넘어갔는데 갑자기 문자 오더니 재촬영 문자 엄청 보내네요 계속 촬영해서 보내도 재촬영 요구 문자가 날라오고 상담사 통화 대기 시간도 길고 앱이 엉망이네요
1235,좋아요
1236,잘 쓰고 있는데 플러스 박스에서 뺄 때 뺄 금액 1만 원 고정적으로 돼있는 거 없애면 안 되나요 불편해요
1237,아니 4월 17일에 은행권 증권사 계좌 신규도 안 했는데 5월 17일까지 가입 못하게 막고 4월 17일은 토요일이다고 토요일 은행권 증권사 문 닫는데 누가 계좌개설을 하냐 이따위로 운영할 겁니까
1238,Good
1239,케이뱅크 가입해서 동행 복권에 예치금 충전할 계획입니다
1240,좋아요
1241,오래 사용하지 않아 그럼 다시 만들게 하면 되지 찾기라도 하던가 아예 전화하라고 하네
1242,단말기에 해킹위험이있늕앱이 있다며 실행되지 않아요 이것저것 다해도 계속 이렇게 뜨는데 왜 그런 건지요
1243,개인적으로 카카 뱅크보다 좋다고 생각합니다 오픈 뱅킹도 깔끔하고 이체할 때 입금자명도 길게 써지고 앱도 깔끔해서 만족
1244,1개도 아까움 계좌개설 중에 인식도 제대로 못하고 상담원 연결 걸었는데 받지도 않고 취소하고 다시 찍어보려 했는데 무조건 상담원 연결로 이어짐 어플 만들고 뭐가 문젠지 실 테스트는 해봤는지 의문
1245,20210423에 은행 또는 증권사에서 입출금 통장을 만들었습니다 대포통장 근절을 위해 입출금 통장을 만든 날로부터 20영업일 동안 입출금 통장 가입이 제한됩니다  뭔 개소린가요 저 올해 입출금 통장 만들지도 않았어요 어이없네
1246,접속이 안 되네요 고객확인 제도라 뜨는데 전화번호는 하루 종일 통화 중이고 나만 그런 건가요 손해가 크네요
1247,s9 쓰고요 안드로이드 버전 10QAndroid 10 최신 업데이트 완료됐습니다 3일 전부터 앱이 로고만 뜨고 계속 먹통입니다 삭제했다 다시 깔아도 봤고 업데이트도 해 봤는데 앱을 열면 맨 위에 케이뱅크 로고만 나온 뒤 아예 아무 반응이 없습니다
1248,앱 접속 시 로고만 뜨고 먹통입니다
1249,응답이 안된다고 계속 뜨네요
1250,계좌 만들기 너무 힘들어서 포기하고 삭제요 인증 문자도 안 오고
1251,캐시 삭제했는데도 케이뱅크 로고 첫 화면만 뜨고 화면이 넘어가질 않아요
1252,정신 좀 차리고 만들어
1253,급히 출금하려 했는데 시작 화면에서 전혀 접속이 되지 않아요 몇 번을 시도해보고 와이파이를 꺼봐도 먹통인데 어찌해야 하나요
1254,돈 인출하려는데 앱이 안 열려요 앱 관리 똑바로 안 할 거 같으면 때려치우세요 남에 돈으로 장난치나
1255,앱이 실행이 안돼요 쓰레기네 답장 한번 오고 두 번인가 세 번을 더 문의했는데 답장도 없고 돈도 못 빼고 진짜 쓰레기 앱이네요 별 하나도 아깝네요
1256,입출금 관련해서 들어갔더니 화면에 케이뱅크 글자만 덩그러니 뜨고 아무것도 나타나질 않습니다 도대체 어떻게 쓰라는 건지 모르겠네요 답변대로 해도 매한가지입니다 다른 은행은 잘 되는데 케이뱅크만 이럽니다
1257,편하고 좋네요
1258,장기니 사용 해제도 안 해줘 톡 상담은 10분을 기다려도 안되고 앱 관리는 하는 건가요 진심 궁금하네
1259,비정상 동작이 감지된다면서 애플리케이션에 들어가지지가 않네요 왜 그런 건가요  해결됐습니다
1260,외국인은 계좌개설이 안 되나요
1261,깔리지가 않네요
1262,좋은 은행
1263,좋네요
1264,210504 수정 오류 내용을 보내달라고 해서 상세히 보내더라도 읽지도 않습니다 개선 의지라곤 눈곱만큼도 없으며 업비트에 빌붙는 빈대 같은 제3은행권 미만 수준의 관리에 박수를 보냅니다 이전의 기존 내용 매번 실행 시마다 새롭게 로그인을 해야 하고 비밀번호 등록 이후엔  001002 getdeviceid is e로고Mpty라는 오류와 함께 로그인 자체가 되지 않는 경우가 굉장히 빈번히 일어남 유일한 해결법은 재설치인 것으로 보여 재설치만 3차례 넘게 진행함 가상화폐 거래소가 아니었다면 그 누구도 사용하지 않을 희대의 쓰레기 은행 애플리케이션 제도권 은행의 앱도 최적화가 덜 되었지만 이 앱은 최적화는커녕 완성도 자체가 사상누각 수준
1265,지금 모바일 앱이 안됨
1266,왜 어플 실행이 안되죠 화면이 멈추고 넘어가질 않고 응답이 없다는 말만 자꾸 나오네요 고객센터는 연락도 힘들고
1267,입출금 편해요
1268,자동이체 안됨 통신비만 케이뱅크 쓸려 했더니 날짜마다 확인해서 넣어줘야 함
1269,찝찝하게스리
1270,신분증 재확인 대상 이용 제한 담당자 확인 완료 후 서비스 이용 가능이 뜹니다 첨엔 승인이 됐다고 하다가 다시 이 상태로 돌아가서는 되질 않습니다 어떻게 하나요
1271,한도 문제로 문의를 했는데 2주 가 다 돼가는데 답이 없는 건 무슨 갑질인가요 요즘 업비트 때문에 계좌 만드는 사람들이 많으니까 이리 소홀히 대하는 건지 두 번이나 문의를 했는데 답이 안 오네요
1272,짜증 나네요 오늘 어쩔 수 없이 만들었는데 알림 확인 다 했는데도 2개 알림 있다고 계속 떠있네요 다른 사람들 리뷰를 봐도 만들기 손쉬운 앱인데도 오류가 많은 거 같네요
1273,에러가 많네요
1274,아 오류 해결 좀 해줘요
1275,안 켜져요 안 열려요 계속
1276,좋습니다
1277,어플 접속 아직도 안되네요 언제 처리되나요
1278,하루 만에 해지할렵니다 그런데 해지도 더럽게 짜증 나네요
1279,은행 앱 중에 이렇게 접속 잘 안되는 허접한 앱은 처음이네요 인터넷은행 승인 취소해야 할 정도라고 생각합니다
1280,굿
1281,3일째 앱이 지문 인증 후 먹통입니다 전에도 며칠 동안 안되다가 돼서 그러려니 했는데 전에 뉴스에 특종 기종에서 이런 현상이 있다고 기사에서 봤는데 업데이트마다 이러면 어찌 쓰나요 삼성 s7입니다 앱 개발 인원들 모자라면 교육을 하고 못하면 가능 인원을 채용 좀 하세요
1282,앱이 안 열려요
1283,2월 28일 저녁부터 첫 은행 그림 터치하면 흰 화면으로 계속 유지되면서 진행이 안돼요 앱을 다시 깔아 보고 해도 안돼요 왜 그러는 거죠 옆에 있는 사람은 되고 저는 거래 배채를 할 수 없으니 답답합니다
1284,전체적으로 편하고 잘 만든 거 같아요
1285,이체 시 은행 선택하면 계좌번호 입력란이 숫자판에 가려져서 입력이 불가합니다 LG G4 사용 중입니다
1286,오케이
1287,어플이 실행이 안되네요  왜 이런가요
1288,휴대폰 인증번호가 전송이 안되는데 통신사 문제인지 케이뱅크 문제인지 모르겠네요
1289,케이뱅크 실행이 안됩니다 왜 그런 건가요
1290,간편하고 좋습니다
1291,입금과 출금이 어렵습니다 원인은 모르겠으나 실행이 안되고 응닶없음됩니다 가끔가다 한 번씩 되는 상황인데 입출금이 자유롭지 못하다는 것은 은행으로썬 최악 아닙니까
1292,업비트 혼자 쓴다고 대 뭣같이 만들어놓은 시스템
1293,굿
1294,업데이트 이후 케이뱅크 어플이 며칠째 열리지 않아요
1295,편해서 좋아요
1296,공동 인증서 발급 시 필요한 것 최신의 신분증 otp 가능하면 9시부터 6시 사이에 진행할 것 다른 건 그렇다 치는데 세션 만료는 정말 당황스러웠고 제발 1년 후에는 뱅크 샐러드 연동이 아이디 패스워드로 되기를
1297,어플이 실행이 안돼요 돈을 못빼업비트때문에 계좌 만들었는데
1298,쓸만한 은행 앱은 케이뱅크와 카카오뱅크 밖에 없는 것 같아요 이 두 개 쓰다가 일반 은행 앱 켜면 어질어질 당장 보기에는 카카오가 심플하지만 자잘한 편의성은 케이뱅크가 더 잘 되어있어서 좋아요 고객센터도 친절하고요
1299,송금 100만 원 해제에 대해 문의합니다 개설 시 송금 출금 100만 원 제한이 있는데 해제조건 중 체크카드 발급 및 사용이 있습니다 당연히 발급받아 사용했는데 100만 원 제한이 안 풀리는 건 왜일까요
1300,20일 후에나 만들 수 있다고 나오는데요 전 타은행에서 계좌를 개설한 적이 없거든요 어디서 홰인해야할까요
1301,전에 업비트 가입할 때 케이뱅크도 계좌 만들려다 말았다가 이번에 만들려는데 427에 만들었다고 그때 업비트만 가입하고 케이뱅크는 계좌 만들려다 말았습니다 527날 만들라는데 만든 적 없습니다 확인하시고 조치 부탁드립니다 계좌 없어요
1302,오늘 하루 종일 접속이 안되네요 왜 이런 건가요
1303,번호 인증 버튼 비활성화로 다음 단계 진행이 안됩니다 이전 화면으로 돌아가려 하면 오류 페이지가 떠요
1304,어제부터 계속 접속이 안돼요
1305,은행 어플 중에서 제일 좋아요 진짜 깔끔하고 가볍고 편하고 이상한 거 따로 안 깔아도 되고 케이뱅크 제발 오래오래 갔으면 좋겠어요  좋은 어플과 서비스 개발 감사합니다
1306,별 한 개 아깝다 한도 해제 사진 보내고 답변대로 보완하고 다시 보냈는데 그냥 안된다네 어이가 없다 화나네
1307,디자인만 쪼금 깔끔해졌을 뿐 속도도 편의성도 여전히 엉망 전체 계좌 같은 메뉴들을 누르면 다른 은행 조회를 이용하려면 약관에 동의하라는데 나는 케이뱅크 앱 내에서 다른 은행 잔고 조회 이용할 생각이 없어서 취소를 누르면 이전 메뉴로 돌아가네요 계좌 목록 한 번에 보기가 이렇게 힘듭니다;
1308,좋아요
1309,돈 이체하려 하는데 한도 초과를 못 풀게 해놨네 무슨 공인인증서가 일주일째 일시적인 장애야 그냥 영구적인 장애 같은데 돈 넣으면 못 빼는 은행입니다 쓰지 마세요
1310,계좌개설하려고 하는데 인증번호가 안 오네요 보냈다고는 하는데 어떻게 확인하나요
1311,케이뱅크 이거 4월 27일에 만들 수 있다고 해서 28일에 오늘 가입해봤는데 또 5월 24일까지 기다리라네요 가입도 못하고 이게 뭔 상황인 거죠
1312,한도 제한 더럽게 불편하네요 내 돈 내가 빼겠다는데 자기들이 왜 난리인지 다른 은행은 범죄 예방에 대한 경각심이 없어서 이런 걸 안 하는 건가 그냥 불편하기만 해 이러니까 안 하지
1313,빠르고 편해서 아주 좋아요
1314,편리하고 좋아요
1315,권한 설정 시 그냥 먹통 됨 5번째 시도 중
1316,뭐야 내 돈 내놔요 왜 안 열려 답변 달아놓은 거 보고 시키는 대로 해봤지만 어플 안 열립니다
1317,업데이트 후 케이뱅크 이체 시 은행 선택 후 계좌번호 보이는 부분이 보이지 않습니다 입력창에서 입력은 되는데 입력한 계좌번호가 보이지 않아서 이체 시 상당히 불편합니다 저만 그런 건지
1318,좋아요
1319,계좌이체 시 키패드가 화면을 절반을 가려버림 내가 무슨 번호를 누르는지 확인이 안됨
1320,사진으로 촬영된 신분증으로 올렸더니 확인이 필요하다고 뜨고 하루가 지났네요 퇴근하고 집에서 찍으려고 해도 계속 확인 중이라고만 떠요 좀 빠른 진행 부탁드릴게요
1321,S21 ultra인데 비정상 동작이 감지되었다며 실행이 되지 않습니다
1322,앱 관리 좀 제대로 해요 급한 일인데 들어가지지가 않네요 짜증 나게;;;;
1323,입금은 되면서 출금만 안되고 무슨 신분증 재촬영 잘못 찍었으면 다시 올린 거 빨리 처리라도 해주던가 다시 찍지도 못하고 확인 중만 계속 뜨는데 이딴 데는 진짜 첨 봄
1324,콜백조차 없어서 전화는 최소 30분 기다려야 하고 응대도 방식도 정말 최악의 은행 두 번 다시는 안 씁니다  추가 서류 제출 후 한도 상향 승인까지 받은 후 잘 사용하다가 갑자기 본인확인하라는 문구가 뜨더니 아예 어플 접속이 안되네요 전화 응대는 오전 9시부터 오후 6시까지라면서 전화는 겨우 3대 그마저도 걸 때마다 통화 중이면 어떻게 본인확인을 하라는 건지 모르겠네요 상담원을 늘리든지 어플에서 본인확인을 하게 만들든지 하셔야지 어제부터 속 터지네요 업비트 때문에 울며 겨자 먹기로 썼는데 통장 잔고 이체 후 거래소 자체도 옮기고 케이뱅크는 쳐다도 안 볼 겁니다
1325,열리지도 않네요;;;하하
1326,좋아요
1327,좋아요 아주 좋아
1328,업비트 없어지면 쓸 이유가 없는 은행 같은 인터넷은행인 카카오의 경우 코인 거래소인 고 팍스 간의 이체한도 제한이 이렇게 적용되지 않으면 같은 인터넷은행인데 왜 적용 범위가 다른 건지 모르겠는데 단지 은행의 수준 차이에서 오는 거라면 다행일 지경
1329,설치가 안돼요
1330,메인화면 접속이 안돼요 계속 기다려도 하얀 화면만 나옴
1331,휴대전화 번호인식할 수 없다는데 뭐죠
1332,신분증 등록  스트레스받아 사용 못 하겠네요
1333,edd 고객확인 문제로 전화 하루 종일 해도 안 받네요
1334,개  같은 앱
1335,진짜 별론데 업비트 때문에 쓴다
1336,로그인 문제 해결됐어요 친절하시네요
1337,등록 한려 면 비번 재등록하라고 못 들어가고 전화하라고 전화하면 계속 통화 중이고 답답합니다
1338,좋음
1339,왜 계속 앱 닫기 나오니 왜 실행안 대 은행 어플이 지금 장난하니 월요일 아침부터 개열 받게 하네
1340,이거 뭐지 30분째 로딩 중 거지 같네
1341,개 같은 한도 제한 땜에 아무것도 못하네 본인인증하면 뭐 하냐고 건강보험 자격 상실된 것도 내가 제출했는데도 안되고 카드값 명세서 보내도 안되고 본인인증을 뭐 어떻게 더 해야 풀어주는 거냐 내 계좌 범죄 예방을 위한 방법이 왜 내 은행 내 계좌 내 돈도 아무것도 못하게 만드는지 이해가 안 되네
1342,계좌개설한 적이 없는데 1주일 전에 만들어서 20일 제 한 걸렸다 하고 찾아볼라니까 등록된 아이디가 없다 하고 뭐임 뭐 어쩌라는 거야 진짜 내 계좌 생성돼있어봐
1343,계좌 판지가 한 달이 넘었는데 자꾸 20일이네 계좌 계설했다고 안된다는 게 말이 됩니까
1344,추가 인증이 안되네요 1234 케이뱅크 1원 그 뒤로 인증번호가 안 옵니다 5번 정도 깔고 지워도 안되고요
1345,가입하면 은행이나 증권사에서 계좌개설했다고 나오고 계좌조회하면 없다 나오고 이게 뭔가요
1346,케이뱅크를 모바일로 가입해서 사용 중인데 매우 편리하네요 체크카드를 신청하고 싶은데 어떻게 해야 하나요
1347,좋음
1348,입출금 통장 만든 적 없는데 만들었다고 5월 14일에 만들 수 있다고 안내 메시지 뜨는군요 보름 전부터 가입해보려는데 안되네요 이유를 모르겠어요
1349,송금할 건 이 있는데 앱 자체가 안 들어가셔요
1350,단말기 악성코드 하면서 실행이 안되는데 해결 방법 좀 요
1351,사용하기 편해요
1352,휴대전화 번호를 인식할 수 없습니다 USIM을 재 장착해주시기 바랍니다 국내에서 구매하신 USIM이 아닌 경우 사용이 불가합니다 알뜰폰이라 그런지 국내 유심이 아니라고 머라 하네요 알뜰폰은 하지 말라는 건가
1353,계좌이체하려고 앱 켰더니 계속 응답하지 않는다고 앱 닫기 창만 뜨고 속 터져서 쓰겠습니까
1354,보기 편하고 사용하기가 간단해서 편해요
1355,좋아요
1356,영상통화로 신분증 인증까지 했는데 왜 또 신분증 제출하라고 안되는 건지 극혐이네 진짜
1357,케이뱅크 창이 열리지 않아요
1358,대체 신분증에 문제도 없는데 뭔 놈의 신분증 인식이 안 된다고 그러면서 입금은 해보니 되는 상태이고 출금은 안되고 정말 웃기는구먼 이러니 카카오뱅크가 흥하지
1359,갑자기 신분증 오류 사용 금지 지금 돈 이체해야 되는데 어이없음요
1360,오류가 너무 많습니다
1361,케이뱅크 로그만 뜨고 아예 접속 안됨 버전 137업데이트 했으나 접속 안됨 애플리케이션 케이뱅크 저장공간 데이터 삭제 후 접속하니 카 되네요 다른 분들도 해보세요
1362,접속이 안돼요
1363,다 적었는데 왜 마지막에 인증이 안되고 실패로만 뜨나요
1364,좋아요
1365,돈돈돈
1366,신분증 재확인 대상 이용 제한 뜨는데 언제 풀릴까요 고개 센터가 없어서 연락할 곳이 없네요
1367,진짜 아깝다 별이 타은행들은 신분증 인식되는데 잘 얘만 인식이 안된다 매우 비전공자가 만들었나 어처구니가 없지만 얘네는 고객이 많아서 안 할 것이다 바꿀 생각 슬프다
1368,출금 꼰대 은행 겨우 한도가 1백만 원이라니 꼰대은행 개선하시오
1369,사용한도 늘리려고 예금 적금 통장 쓰면 늘어난다 해서 써보고 체크카드 쓰면 늘어난다 해서 그것도 만들어보고 했는데 안 늘어나네요 급한 돈 써야 될 때 이렇게 소액으로 어떻게 합니까 진짜 짜증 나네요
1370,각종 수수료가 안 나가고 체크카드 이체 한도가 없어서 너무 좋아요
1371,외국인은 가입이 안 되나요
1372,앱이 안 깔려
1373,별 하나도 아까움
1374,잘 쓰고 있습니다 그런데 홈 화면 위젯으로 잔액 확인할 수 있었으면 좋겠어요 타은행 계좌는 위젯이 있는데 케이뱅크는 어플로 직접 들어가야 해서 불편하네요
1375,안 열려요 어디에 문의해봐야 하는지요
1376,좋아요
1377,오랜만에 다시 등록하는데 거래 목적을 선택하라는데 눌리지도 않고 뒤로도 못 가고 앞으로도 못 가고 있네요
1378,이건 뭐 실행도 안되고 재설치도 안되고  금융거래에 차질 생기면 열받는데 뭐 하자는 건지
1379,업데이트하면서 플러스 박스 금액 설정을 자유롭게 못해요 빼는 건 자유롭지만 더하는 건 만 원단위 잔돈까지 다 넣어놓는 맛이었는데 실험 삼아 1500원 뺐다가 낳지를 못해서 당황스럽네욬  기존 방식에 익숙해져 있어서 잘 알아보지도 못하고 리뷰 달았네 유 확인했습니다  친절한 답변에 감사드려요
1380,돈 좀 뽑자 접속이 왜 안대냐
1381,최악임 메이저는 향이 아니어서 그런지 고객센터 연결만 10분 이상 고객센터 직원도 엄청 불친절 그저 확인 중이니 기다리라는 앵무새임 만들기만 간편하면 뭐 해 돈 이체 후에 앱 이용하려는데 담당자가 신분증 확인한다고 며칠을 막아놓네 신기한 은행 앱임 직원이 한두 명인가
1382,다 좋은데 로그인할 때 지문인식 기능 추가해줬으면 좋겠네요
1383,접속이 안됩니다
1384,신분증 촬영이 안 되네요
1385,계속 어플 접속이 안되고 로고만 뜹니다 벌써 3일째인데 삭제 후 다시 설치해야 하나요
1386,이번에 업데이트하고 플러스 박스에 계좌 잔액을 모두 입금하려면 일일이 눌러야 하네요 지난번에는 전액 바로 클릭하면 되어서 편했는데 더 불편한 다운 데이트네요
1387,휴대전화 번호의 유심칩이 인식이 안된다는데 어떻게 하나요
1388,설치가 안돼요
1389,좋아요
1390,고객센터는 절대 전화 안 받고 1 대 1 문의는 접수만 하고 답변 절대 안 하고 운영이 뭐 이따위야
1391,신규 계좌 개설하다가 나갔는데 이어서 만들려고 하니 이미 있는 계좌라서 20영업일동안 못 만든다고 하고 찾으려고 하니 없는 정보라고 뜨네요
1392,137번 전은 언제 업데이트됩니까
1393,좋습니다
1394,지금 먹통이네 급한데 먹통이면 어쩌냐 아놔
1395,이체한도 해제하라면 제출하라는 서류가 건강보험 자격득실 확인서만 취급한다는데요 애초에 이체 한도 설정 서비스 따위에 이런 걸 요구하는 은행은 제3금융권과 다를 거 없습니다 코인 거래해보겠다고 계좌를 틀었는데 이런 식으로 개인 정보 수집하는 업체들은 경계하는 게 좋습니다 계좌개설 자체를 피하심을 추천하고 범법자들에 거는 웰컴인 은행입니다
1396,편리합니다
1397,만족
1398,아니 고객확인 제도 이거 왜 안됩니까 연락도 안 되고 어째하란 말인지
1399,한도 증액 약관 확인 시 계속 로딩 중이고 안 넘어갑니다 빨리 해결해주십쇼
1400,지금 일주일 넘게 접속이 안돼요 업데이트하면 뭐 해요 못 들어간다고요
1401,처음 쓰는데 신분증 촬영하려고 하니 촬영은 안되고 카메라 표시만 되고 화면이 안 나옵니다
1402,올원뱅킹에서 케이뱅크로 송금을 잘못하였습니다 자금 반환 청구를 올인 뱅크에 다 신청하고 케이뱅크에 의뢰를 했어요 너무 갑갑해서 문자 얼러봅니다 나의 실수지만 큰돈이라서 회수 요청했는데 본인한테 연락이 됐다고 하는데 아직 돈을 반환받지 못하였습니다 이럴 때 진짜 잘못한 실수로 인하여 상심이 큽니다 상대방에게 배려 부탁드립니다
1403,주거래은행으로 사용하고 있는데 앱이 들어가지 않네요
1404,아니 무슨 신분증 검사 하루 종일 합니까 24시간 연중무휴로 앱에서 상담가능하다면서 신분증 검사 중이라고 계속 뜨는데 속천 불나네요
1405,카톡 문의 답변도 없고 업비트와 연결도 안 되고 이 체도 안되고 이런 연결 구조는 첨 봤다 어떻게 거래하는지 이해 안 되고 최악이다
1406,장난하는가요 신분증 촬영해서 가입하고 거래 이체하고 있는데 갑자기 신분증 확인 불가라고 락 걸고 머 하는 거죠 통화도 안 돼 톡 상담도 안돼 말은 24시간이라는데 다 퇴근하셨나 봐요 신분증 재촬영 해서 보냈는데 말도 없고 상담 남겨도 답도 없고 뻔한 자동응답만 남기고 참 이것도 어플이라고 올려놓은 건가요 한심합니다
1407,로그인이 안 되는 앱인가요 고객센터 1시간째 같은 옌스만 나옴 톡 상담도 연결이 안 됨 답답하네요
1408,신분증 재확인하래서 했는데 언제까지 기다려야 되나요 빨리 처리 좀 해주세요
1409,앱 접속이 하루 종일 안돼요;;
1410,굳
